timestep,reward
12326592,1.1291
12345792,1.0659
12364992,1.0831
12384192,1.011
12403392,0.9345
12422592,1.0563
12441792,1.1093
12460992,1.0973
12480192,1.0504
12499392,1.0257
12518592,1.0759
12537792,0.9841
12556992,1.0372
12576192,1.1362
12595392,0.9606
12614592,1.0951
12633792,1.1072
12652992,1.1113
12672192,1.0795
12691392,1.0107
12710592,1.1016
12729792,0.9797
12748992,0.9576
12768192,1.204
12787392,1.1183
12806592,1.0358
12825792,0.9939
12844992,0.9765
12864192,1.2433
12883392,1.1009
12902592,1.0601
12921792,0.9764
12940992,1.0382
12960192,1.0834
12979392,1.1151
12998592,1.037
13017792,0.9954
13036992,0.8906
13056192,0.9865
13075392,1.1459
13094592,0.9471
13113792,1.0386
13132992,0.9729
13152192,1.0989
13171392,1.0988
13190592,1.1097
13209792,1.095
13228992,1.0429
13248192,1.0331
13267392,1.1073
13286592,1.0337
13305792,0.9858
13324992,1.1137
13344192,1.008
13363392,1.0209
13382592,1.02
13401792,1.0579
13420992,1.1206
13440192,1.0741
13459392,1.0791
13478592,1.0715
13497792,1.0565
13516992,1.065
13536192,0.9951
13555392,0.9805
13574592,0.9965
13593792,1.1464
13612992,0.9698
13632192,1.0143
13651392,1.0078
13670592,1.028
13689792,1.0111
13708992,1.1428
13728192,1.0832
13747392,1.063
13766592,1.0127
13785792,1.1661
13804992,1.1428
13824192,1.0097
13843392,1.0382
13862592,1.1289
13881792,1.0158
13900992,1.0772
13920192,1.0506
13939392,1.1194
13958592,1.0855
13977792,1.1187
13996992,1.0359
14016192,1.169
14035392,0.9518
14054592,1.0667
14073792,1.1266
14092992,1.1164
14112192,0.9937
14131392,0.9829
14150592,1.0927
14169792,1.009
14188992,1.0237
14208192,1.1083
14227392,0.9261
14246592,1.0609
14265792,1.0342
14284992,1.0863
14304192,1.0614
14323392,1.0362
14342592,1.0665
14361792,1.1758
14380992,0.9528
14400192,0.9917
14419392,1.1582
14438592,1.1116
14457792,1.1114
14476992,1.0686
14496192,0.9841
14515392,1.0494
14534592,1.0425
14553792,1.1089
14572992,1.0009
14592192,1.0421
14611392,1.1353
14630592,1.0498
14649792,1.051
14668992,1.0883
14688192,1.0526
14707392,1.106
14726592,0.9861
14745792,0.904
14764992,1.0474
14784192,1.0161
14803392,0.9719
14822592,1.1569
14841792,1.1387
14860992,1.0372
14880192,1.0469
14899392,0.9781
14918592,1.0682
14937792,1.0062
14956992,1.1434
14976192,1.0557
14995392,1.1348
15014592,1.0138
15033792,0.9182
15052992,0.9714
15072192,0.9
15091392,0.9926
15110592,0.9927
15129792,1.0352
15148992,1.0125
15168192,0.971
15187392,1.1319
15206592,0.9532
15225792,1.0084
15244992,1.0457
15264192,1.1067
15283392,1.0371
15302592,1.0253
15321792,0.9581
15340992,1.0036
15360192,1.0435
15379392,0.911
15398592,1.0774
15417792,0.9603
15436992,0.9814
15456192,0.9653
15475392,1.158
15494592,0.9467
15513792,0.9455
15532992,0.9394
15552192,1.0294
15571392,1.0346
15590592,1.1581
15609792,0.9385
15628992,1.0807
15648192,1.014
15667392,0.9
15686592,0.9895
15705792,1.147
15724992,1.095
15744192,1.0734
15763392,1.245
15782592,0.9665
15801792,1.03
15820992,1.0575
15840192,1.05
15859392,1.0344
15878592,1.0426
15897792,1.1593
15916992,1.0288
15936192,1.1072
15955392,1.1059
15974592,1.0721
15993792,0.9478
16012992,1.0287
16032192,1.0809
16051392,0.9951
16070592,1.004
16089792,0.9819
16108992,1.0001
16128192,1.0561
16147392,0.9433
16166592,0.9363
16185792,0.9797
16204992,1.0958
16224192,1.0644
16243392,1.0539
16262592,1.0551
16281792,1.0731
16300992,1.0547
16320192,1.0766
16339392,0.9098
16358592,1.0066
16377792,1.115
16396992,0.997
16416192,1.0964
16435392,0.9654
16454592,0.9144
16473792,1.067
16492992,0.964
16512192,0.9716
16531392,1.0939
16550592,1.0171
16569792,1.0063
16588992,0.9483
16608192,1.1261
16627392,1.0398
16646592,1.1384
16665792,1.0642
16684992,0.9955
16704192,1.0273
16723392,0.9988
16742592,0.9211
16761792,1.0044
16780992,1.0554
16800192,1.0396
16819392,1.019
16838592,1.2026
16857792,1.0551
16876992,1.0853
16896192,0.9621
16915392,0.936
16934592,1.0572
16953792,1.1215
16972992,0.9619
16992192,0.9493
17011392,1.0124
17030592,1.0338
17049792,1.1646
17068992,1.1087
17088192,1.0289
